two_theta_deg,intensity_counts
7.2697276599999991,789
7.2724442699999994,728
7.2751608799999996,738
7.2778774899999998,769
7.2805941000000001,741
7.2833107099999994,762
7.2860273199999996,772
7.288743929999999,810
7.2914605399999992,840
7.2941771499999994,711
7.2968937599999997,729
7.2996103699999999,700
7.3023269800000001,797
7.3050435899999995,805
7.3077601999999997,795
7.310476809999999,805
7.3131934199999993,744
7.3159100299999995,751
7.3186266399999997,781
7.32134325,800
7.3240598600000002,806
7.3267764699999995,832
7.3294930799999998,750
7.3322096899999991,805
7.3349262999999993,766
7.3376429099999996,758
7.3403595199999998,788
7.34307613,832
7.3457927399999994,860
7.3485093499999996,814
7.3512259599999989,785
7.3539425699999992,785
7.3566591799999994,742
7.3593757899999996,806
7.3620923999999999,762
7.3648090100000001,853
7.3675256199999994,761
7.3702422299999997,753
7.372958839999999,780
7.3756754499999992,799
7.3783920599999995,693
7.3811086699999997,834
7.3838252799999999,829
7.3865418900000002,797
7.3892584999999995,773
7.3919751099999997,839
7.3946917199999991,759
7.3974083299999993,804
7.4001249399999995,794
7.4028415499999998,832
7.40555816,792
7.4082747700000002,847
7.4109913799999996,788
7.4137079899999998,853
7.4164245999999991,792
7.4191412099999994,807
7.4218578199999996,786
7.4245744299999998,750
7.4272910400000001,817
7.4300076499999994,820
7.4327242599999996,818
7.435440869999999,761
7.4381574799999992,791
7.4408740899999994,769
7.4435906999999997,829
7.4463073099999999,827
7.4490239200000001,830
7.4517405299999995,807
7.4544571399999997,785
7.457173749999999,846
7.4598903599999993,799
7.4626069699999995,804
7.4653235799999997,786
7.46804019,789
7.4707568000000002,817
7.4734734099999995,782
7.4761900199999998,806
7.4789066299999991,856
7.4816232399999993,793
7.4843398499999996,797
7.4870564599999998,732
7.48977307,763
7.4924896799999994,784
7.4952062899999996,812
7.4979228999999989,760
7.5006395099999992,776
7.5033561199999994,791
7.5060727299999996,866
7.5087893399999999,782
7.5115059500000001,842
7.5142225599999994,732
7.5169391699999997,830
7.519655779999999,796
7.5223723899999992,822
7.5250889999999995,838
7.5278056099999997,762
7.5305222199999999,783
7.5332388300000002,789
7.5359554399999995,772
7.5386720499999997,809
7.5413886599999991,779
7.5441052699999993,841
7.5468218799999995,800
7.5495384899999998,819
7.5522551,798
7.5549717100000002,787
7.5576883199999996,754
7.5604049299999998,801
7.5631215399999991,771
7.5658381499999994,813
7.5685547599999996,787
7.5712713699999998,783
7.5739879800000001,756
7.5767045899999994,741
7.5794211999999996,756
7.582137809999999,749
7.5848544199999992,768
7.5875710299999994,786
7.5902876399999997,785
7.5930042499999999,780
7.5957208600000001,810
7.5984374699999995,833
7.6011540799999997,809
7.603870689999999,841
7.6065872999999993,825
7.6093039099999995,758
7.6120205199999997,782
7.61473713,815
7.6174537400000002,830
7.6201703499999995,850
7.6228869599999998,795
7.6256035699999991,776
7.6283201799999993,795
7.6310367899999996,786
7.6337533999999998,837
7.63647001,781
7.6391866199999994,748
7.6419032299999996,814
7.6446198399999989,781
7.6473364499999992,780
7.6500530599999994,859
7.6527696699999996,805
7.6554862799999999,787
7.6582028900000001,836
7.6609194999999994,751
7.6636361099999997,797
7.666352719999999,790
7.6690693299999992,773
7.6717859399999995,756
7.6745025499999997,776
7.6772191599999999,814
7.6799357700000002,848
7.6826523799999995,819
7.6853689899999997,819
